"EDV,lv","EDP,lv","pEndIVC,lv","pMax,lv","ESV,lv","pEndEj,lv","EDV,rv","EDP,rv","pEndIVC,rv","pMax,rv","ESV,rv","pEndEj,rv","EDV,aWave,la","pMax,aWave,la","ESV,aWave,la","VMax,vWave,la","pMax,vWave,la","ESV,vWave,la","pMin,vWave,la","EDV,aWave,ra","pMax,aWave,ra","ESV,aWave,ra","VMax,vWave,ra","pMax,vWave,ra","ESV,vWave,ra","pMin,vWave,ra"
198.27,21.12,69.33,134.66,94.06,100.15,148.69,7.87,21.07,36.76,44.32,12.42,74.37,17.99,31.68,88.28,14.01,55.53,3.5,58.51,8.75,27.08,72.61,4.37,43.02,0.17
136.74,7.53,84.86,119.29,72.6,91.86,97.65,3.39,12.79,25.28,33.62,6.22,58.53,12.61,25.61,70.07,5.97,45.28,1.01,47.58,5.33,24.57,58.14,1.67,29.96,-1.07
188.49,14.27,74.38,130.29,81.9,95.84,150.89,6.2,20.38,38.02,43.9,12.77,73.73,17.59,29.48,82.94,11.08,55.06,3.19,57.85,9.05,26.72,74.27,4.37,43.54,0.22
159.89,11.37,79.55,117.81,93.04,94.6,113.68,3.77,19.12,28.34,46.94,13.24,66.21,15.72,28.17,70.83,7.56,54.09,3.12,51.22,6.49,26.17,63.18,2.75,40.79,-0.08
159.05,10.75,33.5,119.16,91.11,96.52,115.86,2.69,11.05,29.9,48.34,15.6,59.38,14.52,28.83,68.03,8.0,51.15,2.89,46.63,4.93,30.65,63.76,3.37,42.92,0.19
149.76,10.53,47.31,129.44,75.54,107.87,110.88,2.75,15.56,29.73,36.78,10.87,64.06,13.86,29.33,73.12,8.12,50.09,2.15,49.43,5.32,29.94,63.69,2.75,37.44,-0.42
160.88,12.51,44.03,125.22,78.67,99.41,119.45,3.26,14.9,30.43,37.2,10.24,64.89,16.03,29.46,74.25,10.24,50.04,2.59,50.1,6.29,28.93,64.15,3.42,39.89,-0.2
163.31,8.11,58.63,122.08,96.86,99.97,112.14,2.48,16.23,27.75,45.97,11.34,60.5,13.08,28.88,69.5,7.58,52.29,2.83,47.01,4.51,31.01,61.85,2.68,40.85,-0.07
150.39,8.37,78.16,123.86,65.11,87.24,126.01,3.33,17.78,37.02,41.18,12.42,64.92,14.51,26.49,73.28,7.61,45.48,1.17,51.3,6.85,26.79,67.52,3.14,39.73,-0.18
152.52,12.49,75.11,127.61,66.56,99.92,122.62,5.27,17.27,35.9,36.52,10.78,69.78,15.52,27.85,80.01,8.98,48.49,1.62,56.67,8.22,24.26,66.74,2.82,36.58,-0.46
153.3,16.81,77.08,124.22,76.95,98.12,110.26,6.63,15.71,27.96,33.76,7.53,68.67,13.33,31.27,75.29,8.0,51.03,2.13,56.41,6.42,24.77,62.62,2.36,32.25,-0.87
156.87,7.38,61.66,119.31,92.31,95.88,113.59,2.52,16.22,28.97,49.12,13.65,58.74,13.18,26.95,68.5,7.17,50.05,2.31,46.45,4.73,29.29,61.02,2.54,41.72,0.03
152.73,9.68,82.78,117.42,75.93,89.6,113.7,3.55,15.95,28.08,37.06,9.64,66.25,14.54,28.16,72.23,7.61,49.4,1.97,53.28,6.75,24.87,64.55,2.81,35.47,-0.62
151.0,12.01,47.7,122.44,63.4,87.5,120.35,3.39,15.68,33.15,32.74,6.57,64.91,15.37,29.03,76.31,10.7,45.19,1.36,52.49,6.99,27.59,64.31,3.34,37.8,-0.45
164.07,15.42,64.59,138.11,78.89,112.85,121.12,5.31,20.96,33.16,35.67,11.74,68.83,14.49,33.03,75.67,10.06,51.19,2.65,56.44,6.49,28.2,65.46,3.38,37.64,-0.44
158.84,11.96,74.95,122.28,90.91,101.66,111.48,4.67,16.45,28.14,43.5,10.96,64.75,13.51,28.82,69.43,6.84,52.81,2.68,50.75,5.55,27.58,62.17,2.48,39.01,-0.25
155.09,9.88,66.37,129.35,76.98,104.85,120.17,3.27,18.49,34.75,42.67,13.35,66.67,15.11,29.44,75.63,9.2,51.08,2.44,51.76,6.45,28.25,66.75,3.33,41.03,-0.05
134.13,7.3,68.39,116.23,80.77,97.75,94.49,2.54,14.42,24.85,41.35,9.89,57.98,11.9,26.92,66.55,5.06,49.1,1.62,46.0,4.31,29.23,58.1,1.62,34.42,-0.62
164.87,13.61,52.97,141.12,71.32,108.33,131.01,3.93,19.56,37.87,36.31,12.22,72.45,18.25,28.39,81.35,9.3,53.55,2.56,52.22,7.83,28.2,72.29,3.58,39.22,-0.21
136.91,7.35,77.26,115.94,71.65,91.5,99.18,3.24,13.47,25.97,34.02,6.19,59.29,11.66,27.46,66.24,5.94,44.83,1.07,49.03,5.23,25.87,58.7,2.0,30.24,-1.16
144.69,8.35,80.38,113.98,74.43,86.26,107.77,3.97,15.7,28.87,37.55,7.72,61.72,12.2,27.76,67.16,6.02,46.59,1.36,50.63,5.54,26.55,62.12,2.4,34.16,-0.72
162.62,11.74,42.77,129.25,81.55,103.07,129.94,3.4,15.95,36.98,49.16,17.66,64.95,15.6,29.74,78.92,10.07,51.71,2.52,49.85,5.98,30.94,70.59,3.87,44.28,0.3
194.45,18.88,44.5,137.06,85.28,102.31,152.53,5.37,16.59,39.24,42.28,11.41,83.68,21.48,32.85,104.67,16.83,66.24,5.02,56.5,8.84,29.57,83.26,5.09,48.63,0.67
159.5,8.53,46.6,120.08,93.8,97.48,115.29,2.52,15.25,29.8,50.74,14.21,60.73,14.26,28.12,71.2,8.04,52.42,2.85,47.36,5.05,29.56,64.72,3.12,43.18,0.2
144.46,8.08,68.33,114.43,77.79,89.42,116.37,3.09,19.5,32.4,49.97,16.52,62.21,14.22,26.55,68.73,6.18,48.74,1.74,49.81,6.21,26.61,66.08,2.86,41.41,-0.01
140.3,8.86,40.87,115.28,66.77,87.19,116.9,3.17,15.66,34.54,44.65,16.73,61.65,13.16,30.34,69.56,7.33,45.36,1.23,50.26,5.53,31.47,65.85,3.21,41.23,-0.03
169.57,11.61,68.45,140.97,74.73,104.94,132.23,4.29,18.58,37.2,36.85,11.2,70.06,15.0,32.16,78.13,10.55,52.21,2.79,56.37,7.09,29.17,70.21,4.08,40.43,-0.12
148.3,8.31,61.35,115.2,88.3,92.69,101.41,2.5,15.01,24.5,41.69,9.55,61.81,13.27,28.48,67.99,6.34,51.94,2.46,48.11,4.77,28.39,60.7,2.25,37.44,-0.41
140.96,7.22,40.27,109.89,79.04,86.45,105.34,2.16,13.17,27.28,44.36,11.27,57.62,12.23,28.2,67.03,6.46,47.03,1.57,46.34,4.37,31.0,61.05,2.44,39.24,-0.24
145.83,8.51,60.48,117.04,74.4,93.54,107.11,2.5,14.09,28.34,36.8,6.99,59.95,13.39,27.6,66.92,7.45,46.32,1.66,48.9,5.4,26.76,62.48,3.07,38.02,-0.43
148.81,9.92,72.71,130.24,69.6,103.1,117.35,3.57,17.11,34.65,38.15,11.87,68.79,14.63,28.72,73.95,7.8,49.47,1.9,54.12,7.11,26.55,66.24,2.94,36.88,-0.45
142.5,12.76,78.91,125.09,73.81,96.83,111.65,5.56,18.51,32.9,42.95,14.36,65.1,13.88,27.1,70.34,6.45,48.17,1.6,53.55,6.98,23.7,63.66,2.46,36.69,-0.46
178.76,12.78,64.26,130.73,92.28,100.91,129.24,3.9,18.86,32.81,43.32,11.83,72.1,17.96,31.57,83.0,12.41,57.06,4.01,53.49,7.31,28.93,69.26,3.92,42.65,0.13
171.77,14.19,81.61,123.3,90.46,89.54,126.97,5.21,17.52,32.19,45.66,11.6,71.57,15.82,32.41,85.38,12.75,55.9,3.51,55.56,6.87,28.62,67.87,3.49,42.96,0.16
161.82,9.11,57.62,132.86,79.88,104.68,119.77,2.84,17.21,32.58,38.47,10.92,65.14,15.33,27.77,77.28,8.66,51.38,2.25,48.69,5.84,29.57,66.39,2.92,38.26,-0.32
148.46,15.09,77.03,125.99,68.66,98.89,119.44,6.52,16.54,34.76,39.58,12.21,67.96,13.67,31.08,80.08,10.29,48.88,1.87,58.09,7.08,25.94,66.24,3.1,37.31,-0.43
141.42,8.97,39.73,123.48,71.5,101.25,106.26,2.35,13.14,30.03,36.9,9.05,58.99,13.75,27.07,71.09,7.74,45.91,1.36,47.77,5.19,27.21,64.14,2.93,37.77,-0.41
154.99,12.52,82.51,124.97,64.67,87.86,126.88,4.91,18.61,34.83,36.6,11.12,71.18,16.48,28.73,78.92,9.3,48.95,1.83,59.25,9.1,24.53,68.45,3.28,37.29,-0.42
170.57,12.9,70.9,128.26,72.33,91.22,131.27,3.63,15.35,34.11,33.29,6.58,67.88,16.46,29.07,83.56,13.12,51.56,2.79,54.23,7.78,26.94,68.19,3.89,39.14,-0.28
137.86,9.51,81.9,117.91,77.95,96.45,100.5,4.11,14.88,26.8,40.7,10.74,60.41,12.65,25.49,67.5,5.24,47.89,1.42,48.19,5.38,25.15,59.83,1.82,34.0,-0.67
154.12,8.0,48.36,118.9,75.78,90.14,118.25,2.58,16.93,30.91,41.18,11.84,59.47,13.85,27.52,69.13,7.84,46.09,1.53,48.19,5.36,28.43,64.98,3.36,41.24,-0.03
145.97,8.44,49.86,122.57,87.58,103.67,99.87,2.16,14.46,25.63,42.51,11.27,60.12,13.56,28.0,65.21,6.39,50.99,2.59,46.57,4.57,28.99,59.5,2.38,39.11,-0.28
138.14,8.09,80.87,111.61,74.59,91.33,105.61,3.29,17.07,28.47,42.19,11.48,60.69,13.31,26.41,64.75,5.24,47.06,1.44,50.12,5.99,24.71,62.07,2.34,36.19,-0.53
169.22,12.27,60.62,126.06,80.22,94.1,130.4,4.06,19.34,34.37,42.1,12.37,72.65,16.83,32.16,83.23,11.69,54.79,3.2,54.73,7.42,30.16,70.31,3.83,41.67,0.02
159.8,11.16,76.9,126.89,73.25,94.88,124.65,4.04,15.91,33.64,38.12,10.17,70.12,16.86,28.67,84.33,10.73,51.69,2.3,55.48,8.17,25.3,67.82,3.09,38.64,-0.28
147.97,13.91,80.27,124.86,67.42,92.8,119.85,6.54,16.08,34.74,39.35,11.42,65.25,13.15,28.68,77.58,9.38,46.25,1.36,55.87,7.1,24.94,65.22,2.94,37.0,-0.47
170.01,16.97,79.12,124.25,83.44,93.47,126.09,6.53,16.1,32.66,39.42,8.04,76.59,15.77,32.63,91.67,12.4,58.15,3.31,58.2,7.58,27.44,70.02,3.13,38.84,-0.23
146.66,10.81,43.5,122.48,70.51,96.78,118.55,3.21,16.06,34.37,42.77,14.33,64.72,14.82,28.84,76.13,8.31,48.75,1.73,49.97,6.0,29.9,67.92,3.13,40.61,-0.09
135.07,6.14,34.46,116.31,86.02,102.11,92.03,1.48,9.6,23.48,44.0,11.46,54.22,11.43,26.09,64.94,4.7,50.12,1.8,41.98,2.99,33.14,57.49,1.56,37.52,-0.35
154.12,9.51,52.55,124.37,85.45,101.66,111.12,2.76,16.92,29.65,43.65,13.4,64.25,15.74,27.69,71.11,7.18,53.12,2.73,48.92,5.97,27.06,66.23,3.03,39.91,-0.16
160.13,10.47,73.31,128.37,76.05,99.36,128.84,4.02,24.41,36.72,44.9,17.71,68.98,14.51,31.91,75.42,9.02,51.41,2.45,54.39,6.44,30.05,70.2,3.84,43.07,0.17
136.96,6.63,70.81,120.41,74.98,97.62,102.45,2.58,16.93,28.23,40.65,12.36,56.61,12.01,26.49,64.05,5.51,44.88,1.12,48.19,4.98,25.91,61.52,2.46,36.75,-0.5
168.69,11.99,73.53,131.77,79.9,97.78,124.42,4.64,16.39,31.44,35.63,9.43,67.2,15.03,30.09,79.86,11.58,49.85,2.34,54.42,6.56,26.59,66.53,3.56,38.86,-0.31
137.81,8.3,77.4,115.94,79.75,95.19,93.11,3.38,12.72,22.57,35.17,6.55,60.39,11.78,27.81,67.78,5.53,49.03,1.64,46.38,4.25,30.46,56.45,1.48,30.14,-1.02
179.23,12.8,67.52,135.21,88.7,105.24,126.08,5.04,15.05,32.44,35.33,7.25,71.88,17.0,28.76,91.91,12.27,56.13,2.94,54.07,7.41,24.91,69.7,3.08,37.4,-0.37
139.87,6.49,62.04,115.24,87.56,96.67,92.21,2.05,13.35,21.99,40.11,8.98,55.98,12.19,25.97,62.59,4.87,49.27,1.92,45.59,4.41,26.5,57.43,1.8,35.04,-0.66
153.57,8.09,67.1,117.76,77.06,88.19,121.04,3.33,17.95,31.68,44.8,14.23,62.51,14.2,27.07,72.89,7.36,48.02,1.61,50.56,6.09,26.48,68.38,3.2,40.86,-0.06
154.97,8.81,55.91,126.2,86.57,107.95,104.91,2.38,15.16,26.54,36.92,8.18,63.94,14.32,28.48,73.9,7.63,52.87,2.52,47.57,4.87,29.71,61.4,2.22,36.53,-0.48
143.56,6.9,58.91,115.7,86.93,95.39,94.16,2.04,14.65,22.38,37.81,8.35,56.63,12.19,27.15,62.96,5.19,49.11,1.96,46.19,4.45,27.48,57.47,1.89,34.26,-0.76
137.84,9.3,83.57,118.92,76.41,91.59,98.96,3.95,13.66,26.28,37.63,8.55,60.28,12.25,27.76,68.8,6.4,47.35,1.5,49.58,5.37,25.67,58.54,1.91,32.64,-0.88
157.29,8.87,56.46,128.46,72.8,98.01,126.69,3.13,21.07,36.61,42.96,16.08,63.92,15.08,28.05,74.97,7.75,48.79,1.7,49.76,6.07,29.18,69.26,3.25,41.36,-0.01
167.42,9.68,72.8,122.42,89.39,93.46,114.06,3.74,14.25,27.2,36.11,6.7,66.09,13.72,29.8,80.3,9.19,53.31,2.48,50.05,5.14,29.59,64.85,2.56,36.64,-0.44
165.08,14.42,43.67,133.45,77.32,99.93,127.82,3.94,15.68,35.08,39.8,12.35,72.43,16.99,31.3,80.52,9.91,55.19,3.07,52.21,6.75,31.24,70.83,3.64,41.45,-0.0
151.83,8.81,64.14,128.75,71.08,97.66,113.7,2.78,15.99,30.04,33.51,9.49,64.42,14.12,28.93,73.83,7.9,48.11,1.66,51.42,6.07,27.64,63.97,2.65,35.18,-0.62
167.99,11.59,76.23,129.33,76.68,97.72,125.57,3.69,16.73,31.55,34.69,9.28,67.24,16.19,29.94,75.11,10.67,50.58,2.76,53.92,7.18,27.1,66.22,3.84,39.71,-0.23
143.84,10.33,80.86,121.58,77.75,95.34,100.56,4.4,13.02,25.44,34.49,6.8,61.94,13.11,27.24,72.36,7.42,47.92,1.63,50.56,5.95,23.45,59.12,2.0,30.89,-1.08
148.78,12.62,81.16,117.45,77.18,93.92,118.28,5.69,17.54,32.63,46.72,14.98,65.39,13.59,28.02,76.52,7.16,50.04,1.69,52.38,6.36,26.75,66.44,2.48,39.49,-0.17
136.58,13.41,85.48,114.82,77.83,89.86,97.5,5.36,13.87,24.52,38.87,8.83,60.34,11.89,27.73,68.36,5.48,48.0,1.43,48.88,5.04,26.4,57.83,1.59,32.73,-0.77
166.34,14.1,45.47,132.25,85.31,107.61,131.62,4.12,16.76,38.09,50.73,18.0,72.16,16.25,33.49,82.17,11.03,57.17,3.65,53.22,6.31,32.61,73.93,4.35,47.11,0.59
146.23,13.46,78.94,118.28,79.05,98.31,112.66,5.81,16.81,30.41,45.52,14.22,63.9,13.09,28.86,74.34,6.96,50.27,1.81,52.15,6.08,26.89,63.85,2.29,38.25,-0.28
145.01,7.86,41.42,122.3,75.08,97.96,107.5,2.34,13.66,29.51,39.09,11.19,59.03,13.71,27.46,73.32,7.37,47.82,1.55,47.52,5.27,28.05,64.89,2.67,37.1,-0.42
147.82,15.85,75.33,128.55,72.53,102.28,114.72,6.52,16.98,33.69,39.18,11.35,66.89,13.48,31.1,76.21,9.4,49.58,2.1,56.3,6.83,26.57,63.05,2.74,37.04,-0.48
153.18,11.17,42.72,123.84,80.3,97.88,118.19,3.13,15.01,33.24,45.74,15.23,65.28,15.84,28.51,75.68,7.79,53.29,2.53,49.1,5.95,29.1,69.13,3.17,42.02,0.05
147.36,13.02,83.62,116.06,88.2,91.72,99.83,4.59,14.03,24.1,40.73,8.52,66.0,13.99,28.78,73.24,7.2,54.36,2.75,49.87,5.58,26.45,58.93,1.85,34.88,-0.62
151.58,12.79,80.13,116.03,89.84,96.72,105.33,4.82,16.52,26.17,43.64,10.82,66.43,12.87,29.96,70.58,6.38,54.66,2.73,51.78,5.34,27.33,62.68,2.26,36.77,-0.42
179.8,16.04,52.98,131.01,81.19,95.39,152.14,5.06,20.14,42.51,53.36,17.67,74.07,18.25,32.6,91.5,16.47,57.23,4.15,55.88,8.43,31.4,75.63,5.25,47.74,0.76
156.81,18.64,82.56,126.83,61.0,88.73,139.93,8.28,21.03,42.76,44.05,17.16,70.9,15.81,34.59,86.1,14.43,49.87,2.36,61.6,7.87,29.73,72.77,4.79,44.29,0.34
156.78,9.48,78.55,126.78,69.98,92.76,121.02,3.82,17.28,31.68,34.25,9.61,69.28,14.08,29.55,73.91,7.01,50.44,1.86,54.64,6.57,26.91,68.68,2.96,34.8,-0.58
156.91,9.94,76.17,120.93,93.46,102.68,102.98,3.93,14.31,25.14,39.53,7.77,62.25,13.04,27.47,70.97,6.33,52.93,2.36,47.61,4.67,28.33,60.7,1.98,35.98,-0.49
158.39,8.17,30.62,120.4,97.39,101.95,102.12,1.95,8.18,24.19,42.9,11.14,59.3,12.69,29.5,70.88,6.71,55.43,3.01,44.04,3.35,34.65,61.72,2.23,39.72,-0.17
196.08,12.76,60.9,143.04,89.68,112.03,160.32,5.44,22.75,44.24,52.67,17.73,70.16,17.65,30.17,80.99,12.36,55.21,3.79,55.41,8.43,28.77,76.38,5.61,47.87,0.81
176.91,16.33,73.5,126.4,87.33,97.66,137.84,6.01,20.51,35.53,48.18,15.54,72.78,17.5,31.95,84.22,13.21,56.02,3.84,58.62,8.71,27.83,69.9,4.13,43.73,0.27
144.46,7.3,41.18,115.11,83.61,95.58,98.85,1.86,11.95,24.67,39.13,8.56,56.31,12.67,28.04,65.7,6.71,47.4,1.81,45.77,4.24,29.23,58.77,2.33,37.95,-0.42
138.12,7.86,79.35,118.81,72.66,98.33,108.71,3.36,17.32,30.62,43.31,14.89,59.89,11.39,28.9,64.78,6.37,45.69,1.4,50.25,5.24,28.66,60.32,2.54,38.67,-0.33
168.1,12.38,60.88,130.11,65.32,89.77,148.46,4.21,19.18,44.61,46.06,15.54,66.1,15.02,30.23,81.59,12.97,48.16,2.06,53.38,7.13,30.36,73.68,5.18,46.15,0.59
178.26,15.76,57.23,119.72,78.41,85.52,150.31,5.07,18.63,39.31,50.61,13.61,79.22,19.4,30.72,98.4,14.54,59.59,3.63,57.17,8.99,28.6,79.8,4.56,49.22,0.73
134.99,10.9,82.4,118.4,74.5,93.44,97.09,4.19,13.63,25.23,36.66,8.48,61.09,11.66,29.32,68.05,6.78,46.75,1.5,51.27,5.19,25.65,57.35,1.91,32.4,-0.96
140.79,8.13,82.25,121.23,75.35,92.8,101.87,2.93,13.92,27.05,36.57,8.16,60.66,12.34,28.27,65.68,6.6,47.07,1.71,50.91,5.57,25.22,60.36,2.54,33.79,-0.89
152.73,9.23,82.91,115.72,82.04,90.93,109.46,3.33,15.79,27.91,38.86,7.98,62.04,14.15,27.29,69.04,7.38,48.12,1.9,49.99,5.94,25.75,60.67,2.5,37.52,-0.45
180.86,13.77,77.95,131.61,74.18,91.54,156.69,7.34,23.6,42.75,49.43,18.27,72.14,14.79,32.69,78.92,10.01,52.66,2.67,59.04,7.93,30.88,75.58,4.71,45.68,0.44
124.76,6.38,52.37,113.76,75.4,95.17,91.54,1.89,15.01,25.7,42.56,12.81,54.88,10.74,27.48,59.53,4.11,45.84,1.23,45.44,4.08,30.47,57.02,1.74,34.21,-0.72
142.56,7.67,79.28,114.07,83.96,91.02,99.13,3.25,12.97,24.62,40.7,8.42,56.59,11.04,27.25,65.22,6.39,47.0,1.67,48.29,4.83,26.29,58.74,2.26,35.51,-0.68
151.9,13.84,77.52,124.95,76.97,97.36,121.41,6.1,18.36,34.92,46.41,15.34,67.74,14.76,29.02,74.47,8.46,50.82,2.31,55.71,7.64,25.71,65.65,3.04,40.5,-0.1
176.47,17.19,74.3,128.75,87.34,96.74,129.1,7.59,17.86,33.12,39.88,9.8,71.92,14.47,31.92,80.89,9.51,55.37,2.93,56.61,6.79,27.43,70.05,3.33,38.92,-0.24
132.11,6.16,29.0,112.71,78.01,91.56,95.06,1.64,8.79,25.29,42.47,12.04,52.65,11.21,26.26,60.36,4.28,46.51,1.37,43.43,3.66,30.23,59.2,2.01,37.69,-0.39
146.67,8.83,72.8,111.04,92.24,92.31,95.37,2.54,14.1,22.06,41.15,8.16,59.75,12.6,28.66,63.45,6.22,50.66,2.65,47.77,4.48,27.68,56.78,2.09,37.33,-0.5
165.41,9.01,41.93,122.11,84.62,91.21,133.71,3.22,15.92,37.09,54.05,16.76,63.12,13.72,31.11,77.31,10.22,50.33,2.34,49.73,5.04,33.07,70.16,4.05,46.63,0.59
169.09,16.23,80.44,130.69,72.68,90.57,133.55,7.83,16.38,36.32,36.73,8.58,69.17,14.17,32.4,80.74,11.29,51.77,2.63,58.8,7.5,28.45,67.94,3.6,39.01,-0.27
192.29,20.14,68.88,134.36,86.25,100.74,151.26,7.74,19.94,39.14,44.75,13.02,81.09,18.29,34.06,95.35,14.83,60.41,4.09,62.82,9.48,28.73,77.54,4.59,44.74,0.32
139.26,6.92,45.91,118.0,74.14,93.36,99.11,1.96,13.26,25.52,34.69,7.74,58.09,11.99,27.53,67.78,5.51,47.14,1.32,46.35,4.31,30.42,59.77,1.86,33.26,-0.73
131.15,12.69,82.43,114.18,74.94,95.58,100.92,5.57,16.68,28.14,44.8,14.84,60.4,11.68,28.33,65.1,5.51,46.91,1.44,51.11,5.72,25.58,59.75,2.1,34.45,-0.7
168.68,11.23,49.6,121.81,90.67,95.6,134.28,3.9,18.45,36.3,57.15,19.24,70.95,16.93,30.49,84.23,9.32,59.77,3.46,53.19,6.82,29.21,76.83,3.89,49.05,0.67
154.67,13.52,84.64,111.86,89.39,90.16,109.41,4.95,14.84,26.76,44.24,8.81,66.58,15.15,27.98,75.47,8.0,53.73,2.71,52.23,6.75,24.21,62.71,2.39,37.5,-0.39
150.44,11.72,80.03,116.87,87.84,96.94,111.81,4.73,16.15,29.51,49.21,13.84,69.11,13.42,29.72,76.03,7.21,56.26,2.81,52.1,5.69,28.79,65.95,2.47,40.08,-0.12
149.9,9.88,78.78,118.94,85.08,99.87,102.12,3.55,13.47,24.74,37.38,7.26,64.69,13.93,27.58,73.54,7.24,52.15,2.3,49.69,5.59,25.7,60.24,2.0,34.1,-0.69
157.88,11.99,80.37,119.28,84.82,94.12,121.86,4.86,18.15,32.51,48.88,13.88,65.95,14.81,29.25,75.31,9.46,51.24,2.58,53.66,6.75,26.53,66.85,3.48,42.62,0.13
149.65,8.43,73.0,126.61,71.26,104.47,123.34,3.3,19.26,37.44,45.27,17.04,63.05,14.22,27.39,72.78,8.41,46.41,1.49,51.22,6.41,26.89,67.34,3.5,42.47,0.11
158.13,11.6,40.42,129.02,80.86,106.75,119.14,3.09,13.94,32.47,41.99,12.67,65.63,15.69,29.66,81.25,10.23,53.18,2.68,48.67,5.71,31.27,66.37,3.0,40.65,-0.08
152.29,10.72,74.21,122.68,94.07,107.09,105.53,3.53,16.94,27.28,47.43,13.05,63.92,14.42,28.93,71.07,7.43,54.3,3.06,50.36,5.6,26.51,62.56,2.58,40.16,-0.14
148.07,13.15,76.7,121.07,80.9,99.97,111.79,5.41,16.39,30.29,44.64,13.46,68.55,13.23,29.48,76.41,7.17,53.42,2.25,52.54,5.86,28.1,65.09,2.32,37.93,-0.29
147.94,12.85,75.99,128.59,68.88,97.27,116.03,5.3,16.38,32.34,37.02,12.04,66.69,13.77,30.22,77.08,8.8,48.43,1.69,56.14,6.9,25.99,64.45,2.69,35.83,-0.55
156.79,11.66,44.93,129.74,68.25,96.55,123.72,3.31,16.38,34.05,35.26,10.37,66.52,16.65,27.93,78.5,8.78,49.55,1.86,50.78,7.01,27.67,68.91,3.2,37.96,-0.34
169.54,15.54,71.19,134.68,77.31,102.01,129.85,6.45,17.67,35.5,37.37,9.83,71.85,15.22,30.76,85.14,10.92,52.27,2.33,57.66,7.4,26.04,70.34,3.39,38.24,-0.3
159.58,12.93,80.41,119.66,77.32,95.29,129.43,5.72,18.57,36.04,47.07,13.4,66.38,13.4,31.79,73.64,9.37,50.25,2.44,55.71,6.9,29.5,66.3,3.55,42.09,0.07
157.61,11.76,46.17,115.7,79.78,89.24,128.56,3.57,17.39,34.47,51.12,16.58,65.39,14.99,29.98,73.51,9.34,50.44,2.51,50.48,6.2,31.4,66.49,3.6,43.85,0.28
137.16,7.8,35.7,118.12,70.46,94.16,103.42,2.33,11.25,27.53,38.13,11.91,59.64,12.63,28.07,68.51,5.88,46.66,1.27,47.62,4.74,30.41,63.22,2.35,35.33,-0.56
159.8,11.22,76.38,130.35,65.76,96.57,141.42,5.14,20.88,44.05,47.29,18.66,69.75,14.94,30.97,79.99,11.26,50.23,2.35,58.35,8.4,28.91,71.54,4.33,44.22,0.32
135.03,7.49,75.59,123.62,76.45,103.5,99.62,2.56,17.21,28.83,41.16,12.71,58.27,12.95,26.66,63.92,5.5,46.56,1.47,48.18,5.53,25.72,59.06,2.13,35.39,-0.66
169.72,11.34,40.79,123.55,82.46,93.37,127.96,3.05,14.32,32.28,41.07,9.76,63.12,16.09,28.74,81.66,12.76,49.42,2.35,48.87,6.07,29.33,66.57,3.72,41.78,0.04
185.19,13.39,44.28,130.68,87.81,97.93,145.71,3.93,16.62,37.73,48.42,16.05,69.09,17.59,30.38,84.58,11.45,55.2,3.13,50.76,6.54,31.31,75.2,4.43,45.53,0.42
155.38,10.65,37.82,124.9,82.55,103.75,117.05,2.91,12.98,32.02,44.5,12.78,65.94,14.28,29.89,77.45,8.23,53.84,2.56,47.39,4.65,34.97,66.77,2.79,41.08,-0.04
174.28,16.23,63.09,142.29,81.15,113.48,134.22,6.3,19.34,37.66,40.57,13.51,78.42,16.96,31.18,89.42,10.89,58.6,3.23,59.66,8.41,25.76,75.27,3.66,40.09,-0.12
178.82,11.97,71.98,133.46,79.63,96.96,134.82,4.13,16.53,34.15,35.6,8.98,69.3,16.85,30.1,85.58,15.02,51.09,2.86,55.39,7.85,27.17,67.91,4.12,40.52,-0.12
132.38,6.15,42.86,114.57,79.84,96.14,93.86,1.65,12.01,24.86,41.75,11.56,56.0,10.33,28.01,63.3,4.29,48.86,1.54,43.98,3.01,35.14,57.87,1.57,36.62,-0.41
136.74,6.11,46.99,109.3,84.99,92.56,91.08,1.73,11.97,22.37,39.73,6.98,54.49,10.73,27.94,62.29,5.53,46.91,1.65,45.75,4.06,28.58,57.16,2.03,34.63,-0.78
174.1,13.21,76.06,126.35,73.49,92.85,143.6,4.93,19.38,38.44,43.02,12.52,75.21,18.35,30.68,89.66,13.89,54.42,3.11,59.15,9.6,27.66,73.41,4.31,43.43,0.21
154.6,16.08,75.6,126.64,73.07,97.34,121.51,6.33,19.23,33.41,39.91,13.18,67.31,14.26,32.49,75.36,10.36,49.92,2.46,57.06,6.88,27.92,64.76,3.4,38.95,-0.31
