Span,Height,Amplitude,Beam_tip_depth,Beam_start_depth,bc_X_position
-0.730957031,-2.516601563,0.314941406,0.773730469,1.420410156,4.536132813
-1.339355469,-2.516601563,0.314941406,0.773730469,1.420410156,4.536132813
-0.730957031,1.497070313,0.314941406,0.773730469,1.420410156,4.536132813
-0.730957031,-2.516601563,0.253417969,0.773730469,1.420410156,4.536132813
-0.730957031,-2.516601563,0.314941406,0.348535156,1.420410156,4.536132813
-0.730957031,-2.516601563,0.314941406,0.773730469,1.127441406,4.536132813
-0.730957031,-2.516601563,0.314941406,0.773730469,1.420410156,1.274414063
-0.730957031,1.497070313,0.253417969,0.348535156,1.127441406,1.274414063
-1.339355469,-2.516601563,0.253417969,0.348535156,1.127441406,1.274414063
-1.339355469,1.497070313,0.314941406,0.348535156,1.127441406,1.274414063
-1.339355469,1.497070313,0.253417969,0.773730469,1.127441406,1.274414063
-1.339355469,1.497070313,0.253417969,0.348535156,1.420410156,1.274414063
-1.339355469,1.497070313,0.253417969,0.348535156,1.127441406,4.536132813
-1.339355469,1.497070313,0.253417969,0.348535156,1.127441406,1.274414063
1.019042969,-0.016601563,-1.435058594,0.423730469,2.170410156,2.036132813
0.410644531,-0.016601563,-1.435058594,0.423730469,2.170410156,2.036132813
1.019042969,-1.002929688,-1.435058594,0.423730469,2.170410156,2.036132813
1.019042969,-0.016601563,-1.496582031,0.423730469,2.170410156,2.036132813
1.019042969,-0.016601563,-1.435058594,0.698535156,2.170410156,2.036132813
1.019042969,-0.016601563,-1.435058594,0.423730469,1.877441406,2.036132813
1.019042969,-0.016601563,-1.435058594,0.423730469,2.170410156,3.774414063
1.019042969,-1.002929688,-1.496582031,0.698535156,1.877441406,3.774414063
0.410644531,-0.016601563,-1.496582031,0.698535156,1.877441406,3.774414063
0.410644531,-1.002929688,-1.435058594,0.698535156,1.877441406,3.774414063
0.410644531,-1.002929688,-1.496582031,0.423730469,1.877441406,3.774414063
0.410644531,-1.002929688,-1.496582031,0.698535156,2.170410156,3.774414063
0.410644531,-1.002929688,-1.496582031,0.698535156,1.877441406,2.036132813
0.410644531,-1.002929688,-1.496582031,0.698535156,1.877441406,3.774414063
1.894042969,-1.266601563,1.189941406,0.948730469,1.795410156,0.786132813
-0.464355469,-1.266601563,1.189941406,0.948730469,1.795410156,0.786132813
1.894042969,-2.252929688,1.189941406,0.948730469,1.795410156,0.786132813
1.894042969,-1.266601563,-0.621582031,0.948730469,1.795410156,0.786132813
1.894042969,-1.266601563,1.189941406,0.873535156,1.795410156,0.786132813
1.894042969,-1.266601563,1.189941406,0.948730469,2.252441406,0.786132813
1.894042969,-1.266601563,1.189941406,0.948730469,1.795410156,2.524414063
1.894042969,-2.252929688,-0.621582031,0.873535156,2.252441406,2.524414063
-0.464355469,-1.266601563,-0.621582031,0.873535156,2.252441406,2.524414063
-0.464355469,-2.252929688,1.189941406,0.873535156,2.252441406,2.524414063
-0.464355469,-2.252929688,-0.621582031,0.948730469,2.252441406,2.524414063
-0.464355469,-2.252929688,-0.621582031,0.873535156,1.795410156,2.524414063
-0.464355469,-2.252929688,-0.621582031,0.873535156,2.252441406,0.786132813
-0.464355469,-2.252929688,-0.621582031,0.873535156,2.252441406,2.524414063
0.144042969,1.233398438,-0.560058594,0.598730469,1.045410156,3.286132813
1.285644531,1.233398438,-0.560058594,0.598730469,1.045410156,3.286132813
0.144042969,0.247070313,-0.560058594,0.598730469,1.045410156,3.286132813
0.144042969,1.233398438,1.128417969,0.598730469,1.045410156,3.286132813
0.144042969,1.233398438,-0.560058594,0.523535156,1.045410156,3.286132813
0.144042969,1.233398438,-0.560058594,0.598730469,1.502441406,3.286132813
0.144042969,1.233398438,-0.560058594,0.598730469,1.045410156,0.024414063
0.144042969,0.247070313,1.128417969,0.523535156,1.502441406,0.024414063
1.285644531,1.233398438,1.128417969,0.523535156,1.502441406,0.024414063
1.285644531,0.247070313,-0.560058594,0.523535156,1.502441406,0.024414063
1.285644531,0.247070313,1.128417969,0.598730469,1.502441406,0.024414063
1.285644531,0.247070313,1.128417969,0.523535156,1.045410156,0.024414063
1.285644531,0.247070313,1.128417969,0.523535156,1.502441406,3.286132813
1.285644531,0.247070313,1.128417969,0.523535156,1.502441406,0.024414063
-0.293457031,-0.641601563,-0.997558594,0.511230469,1.232910156,3.911132813
-0.026855469,-0.641601563,-0.997558594,0.511230469,1.232910156,3.911132813
-0.293457031,-2.877929688,-0.997558594,0.511230469,1.232910156,3.911132813
-0.293457031,-0.641601563,-0.184082031,0.511230469,1.232910156,3.911132813
-0.293457031,-0.641601563,-0.997558594,0.786035156,1.232910156,3.911132813
-0.293457031,-0.641601563,-0.997558594,0.511230469,2.439941406,3.911132813
-0.293457031,-0.641601563,-0.997558594,0.511230469,1.232910156,0.649414063
-0.293457031,-2.877929688,-0.184082031,0.786035156,2.439941406,0.649414063
-0.026855469,-0.641601563,-0.184082031,0.786035156,2.439941406,0.649414063
-0.026855469,-2.877929688,-0.997558594,0.786035156,2.439941406,0.649414063
-0.026855469,-2.877929688,-0.184082031,0.511230469,2.439941406,0.649414063
-0.026855469,-2.877929688,-0.184082031,0.786035156,1.232910156,0.649414063
-0.026855469,-2.877929688,-0.184082031,0.786035156,2.439941406,3.911132813
-0.026855469,-2.877929688,-0.184082031,0.786035156,2.439941406,0.649414063
1.456542969,1.858398438,0.752441406,0.861230469,1.982910156,1.411132813
1.723144531,1.858398438,0.752441406,0.861230469,1.982910156,1.411132813
1.456542969,-0.377929688,0.752441406,0.861230469,1.982910156,1.411132813
1.456542969,1.858398438,1.565917969,0.861230469,1.982910156,1.411132813
1.456542969,1.858398438,0.752441406,0.436035156,1.982910156,1.411132813
1.456542969,1.858398438,0.752441406,0.861230469,1.689941406,1.411132813
1.456542969,1.858398438,0.752441406,0.861230469,1.982910156,3.149414063
1.456542969,-0.377929688,1.565917969,0.436035156,1.689941406,3.149414063
1.723144531,1.858398438,1.565917969,0.436035156,1.689941406,3.149414063
1.723144531,-0.377929688,0.752441406,0.436035156,1.689941406,3.149414063
1.723144531,-0.377929688,1.565917969,0.861230469,1.689941406,3.149414063
1.723144531,-0.377929688,1.565917969,0.436035156,1.982910156,3.149414063
1.723144531,-0.377929688,1.565917969,0.436035156,1.689941406,1.411132813
1.723144531,-0.377929688,1.565917969,0.436035156,1.689941406,3.149414063
0.581542969,-1.891601563,-0.122558594,0.336230469,2.357910156,0.161132813
-0.901855469,-1.891601563,-0.122558594,0.336230469,2.357910156,0.161132813
0.581542969,0.872070313,-0.122558594,0.336230469,2.357910156,0.161132813
0.581542969,-1.891601563,0.690917969,0.336230469,2.357910156,0.161132813
0.581542969,-1.891601563,-0.122558594,0.611035156,2.357910156,0.161132813
0.581542969,-1.891601563,-0.122558594,0.336230469,1.314941406,0.161132813
0.581542969,-1.891601563,-0.122558594,0.336230469,2.357910156,4.399414063
0.581542969,0.872070313,0.690917969,0.611035156,1.314941406,4.399414063
-0.901855469,-1.891601563,0.690917969,0.611035156,1.314941406,4.399414063
-0.901855469,0.872070313,-0.122558594,0.611035156,1.314941406,4.399414063
-0.901855469,0.872070313,0.690917969,0.336230469,1.314941406,4.399414063
-0.901855469,0.872070313,0.690917969,0.611035156,2.357910156,4.399414063
-0.901855469,0.872070313,0.690917969,0.611035156,1.314941406,0.161132813
-0.901855469,0.872070313,0.690917969,0.611035156,1.314941406,4.399414063
-1.168457031,0.608398438,1.627441406,0.686230469,1.607910156,2.661132813
0.848144531,0.608398438,1.627441406,0.686230469,1.607910156,2.661132813
-1.168457031,-1.627929688,1.627441406,0.686230469,1.607910156,2.661132813
-1.168457031,0.608398438,-1.059082031,0.686230469,1.607910156,2.661132813
-1.168457031,0.608398438,1.627441406,0.961035156,1.607910156,2.661132813
-1.168457031,0.608398438,1.627441406,0.686230469,2.064941406,2.661132813
-1.168457031,0.608398438,1.627441406,0.686230469,1.607910156,1.899414063
-1.168457031,-1.627929688,-1.059082031,0.961035156,2.064941406,1.899414063
0.848144531,0.608398438,-1.059082031,0.961035156,2.064941406,1.899414063
0.848144531,-1.627929688,1.627441406,0.961035156,2.064941406,1.899414063
0.848144531,-1.627929688,-1.059082031,0.686230469,2.064941406,1.899414063
0.848144531,-1.627929688,-1.059082031,0.961035156,1.607910156,1.899414063
0.848144531,-1.627929688,-1.059082031,0.961035156,2.064941406,2.661132813
0.848144531,-1.627929688,-1.059082031,0.961035156,2.064941406,1.899414063
-1.277832031,-2.047851563,-1.325683594,0.620605469,1.936035156,1.254882813
1.832519531,-2.047851563,-1.325683594,0.620605469,1.936035156,1.254882813
-1.277832031,1.028320313,-1.325683594,0.620605469,1.936035156,1.254882813
-1.277832031,-2.047851563,-1.387207031,0.620605469,1.936035156,1.254882813
-1.277832031,-2.047851563,-1.325683594,0.589160156,1.936035156,1.254882813
-1.277832031,-2.047851563,-1.325683594,0.620605469,2.111816406,1.254882813
-1.277832031,-2.047851563,-1.325683594,0.620605469,1.936035156,1.118164063
-1.277832031,1.028320313,-1.387207031,0.589160156,2.111816406,1.118164063
1.832519531,-2.047851563,-1.387207031,0.589160156,2.111816406,1.118164063
1.832519531,1.028320313,-1.325683594,0.589160156,2.111816406,1.118164063
1.832519531,1.028320313,-1.387207031,0.620605469,2.111816406,1.118164063
1.832519531,1.028320313,-1.387207031,0.589160156,1.936035156,1.118164063
1.832519531,1.028320313,-1.387207031,0.589160156,2.111816406,1.254882813
1.832519531,1.028320313,-1.387207031,0.589160156,2.111816406,1.118164063
0.472167969,0.452148438,0.424316406,0.970605469,1.186035156,3.754882813
0.082519531,0.452148438,0.424316406,0.970605469,1.186035156,3.754882813
0.472167969,-1.471679688,0.424316406,0.970605469,1.186035156,3.754882813
0.472167969,0.452148438,0.362792969,0.970605469,1.186035156,3.754882813
0.472167969,0.452148438,0.424316406,0.939160156,1.186035156,3.754882813
0.472167969,0.452148438,0.424316406,0.970605469,1.361816406,3.754882813
0.472167969,0.452148438,0.424316406,0.970605469,1.186035156,3.618164063
0.472167969,-1.471679688,0.362792969,0.939160156,1.361816406,3.618164063
0.082519531,0.452148438,0.362792969,0.939160156,1.361816406,3.618164063
0.082519531,-1.471679688,0.424316406,0.939160156,1.361816406,3.618164063
0.082519531,-1.471679688,0.362792969,0.970605469,1.361816406,3.618164063
0.082519531,-1.471679688,0.362792969,0.939160156,1.186035156,3.618164063
0.082519531,-1.471679688,0.362792969,0.939160156,1.361816406,3.754882813
0.082519531,-1.471679688,0.362792969,0.939160156,1.361816406,3.618164063
1.347167969,-0.797851563,-0.450683594,0.445605469,1.561035156,2.504882813
0.957519531,-0.797851563,-0.450683594,0.445605469,1.561035156,2.504882813
1.347167969,-2.721679688,-0.450683594,0.445605469,1.561035156,2.504882813
1.347167969,-0.797851563,1.237792969,0.445605469,1.561035156,2.504882813
1.347167969,-0.797851563,-0.450683594,0.764160156,1.561035156,2.504882813
1.347167969,-0.797851563,-0.450683594,0.445605469,1.736816406,2.504882813
1.347167969,-0.797851563,-0.450683594,0.445605469,1.561035156,4.868164063
1.347167969,-2.721679688,1.237792969,0.764160156,1.736816406,4.868164063
0.957519531,-0.797851563,1.237792969,0.764160156,1.736816406,4.868164063
0.957519531,-2.721679688,-0.450683594,0.764160156,1.736816406,4.868164063
0.957519531,-2.721679688,1.237792969,0.445605469,1.736816406,4.868164063
0.957519531,-2.721679688,1.237792969,0.764160156,1.561035156,4.868164063
0.957519531,-2.721679688,1.237792969,0.764160156,1.736816406,2.504882813
0.957519531,-2.721679688,1.237792969,0.764160156,1.736816406,4.868164063
-0.402832031,1.702148438,1.299316406,0.795605469,2.311035156,0.004882813
-0.792480469,1.702148438,1.299316406,0.795605469,2.311035156,0.004882813
-0.402832031,-0.221679688,1.299316406,0.795605469,2.311035156,0.004882813
-0.402832031,1.702148438,-0.512207031,0.795605469,2.311035156,0.004882813
-0.402832031,1.702148438,1.299316406,0.414160156,2.311035156,0.004882813
-0.402832031,1.702148438,1.299316406,0.795605469,2.486816406,0.004882813
-0.402832031,1.702148438,1.299316406,0.795605469,2.311035156,2.368164063
-0.402832031,-0.221679688,-0.512207031,0.414160156,2.486816406,2.368164063
-0.792480469,1.702148438,-0.512207031,0.414160156,2.486816406,2.368164063
-0.792480469,-0.221679688,1.299316406,0.414160156,2.486816406,2.368164063
-0.792480469,-0.221679688,-0.512207031,0.795605469,2.486816406,2.368164063
-0.792480469,-0.221679688,-0.512207031,0.414160156,2.311035156,2.368164063
-0.792480469,-0.221679688,-0.512207031,0.414160156,2.486816406,0.004882813
-0.792480469,-0.221679688,-0.512207031,0.414160156,2.486816406,2.368164063
0.034667969,-1.422851563,0.861816406,0.708105469,2.498535156,1.879882813
0.520019531,-1.422851563,0.861816406,0.708105469,2.498535156,1.879882813
0.034667969,-2.096679688,0.861816406,0.708105469,2.498535156,1.879882813
0.034667969,-1.422851563,1.675292969,0.708105469,2.498535156,1.879882813
0.034667969,-1.422851563,0.861816406,0.851660156,2.498535156,1.879882813
0.034667969,-1.422851563,0.861816406,0.708105469,1.549316406,1.879882813
0.034667969,-1.422851563,0.861816406,0.708105469,2.498535156,1.743164063
0.034667969,-2.096679688,1.675292969,0.851660156,1.549316406,1.743164063
0.520019531,-1.422851563,1.675292969,0.851660156,1.549316406,1.743164063
0.520019531,-2.096679688,0.861816406,0.851660156,1.549316406,1.743164063
0.520019531,-2.096679688,1.675292969,0.708105469,1.549316406,1.743164063
0.520019531,-2.096679688,1.675292969,0.851660156,2.498535156,1.743164063
0.520019531,-2.096679688,1.675292969,0.851660156,1.549316406,1.879882813
0.520019531,-2.096679688,1.675292969,0.851660156,1.549316406,1.743164063
1.784667969,1.077148438,-0.888183594,0.358105469,1.748535156,4.379882813
-1.229980469,1.077148438,-0.888183594,0.358105469,1.748535156,4.379882813
1.784667969,0.403320313,-0.888183594,0.358105469,1.748535156,4.379882813
1.784667969,1.077148438,-0.074707031,0.358105469,1.748535156,4.379882813
1.784667969,1.077148438,-0.888183594,0.501660156,1.748535156,4.379882813
1.784667969,1.077148438,-0.888183594,0.358105469,2.299316406,4.379882813
1.784667969,1.077148438,-0.888183594,0.358105469,1.748535156,4.243164063
1.784667969,0.403320313,-0.074707031,0.501660156,2.299316406,4.243164063
-1.229980469,1.077148438,-0.074707031,0.501660156,2.299316406,4.243164063
-1.229980469,0.403320313,-0.888183594,0.501660156,2.299316406,4.243164063
-1.229980469,0.403320313,-0.074707031,0.358105469,2.299316406,4.243164063
-1.229980469,0.403320313,-0.074707031,0.501660156,1.748535156,4.243164063
-1.229980469,0.403320313,-0.074707031,0.501660156,2.299316406,4.379882813
-1.229980469,0.403320313,-0.074707031,0.501660156,2.299316406,4.243164063
0.909667969,-2.672851563,1.736816406,0.883105469,1.373535156,3.129882813
1.395019531,-2.672851563,1.736816406,0.883105469,1.373535156,3.129882813
0.909667969,1.653320313,1.736816406,0.883105469,1.373535156,3.129882813
0.909667969,-2.672851563,-0.949707031,0.883105469,1.373535156,3.129882813
0.909667969,-2.672851563,1.736816406,0.326660156,1.373535156,3.129882813
0.909667969,-2.672851563,1.736816406,0.883105469,1.924316406,3.129882813
0.909667969,-2.672851563,1.736816406,0.883105469,1.373535156,2.993164063
0.909667969,1.653320313,-0.949707031,0.326660156,1.924316406,2.993164063
1.395019531,-2.672851563,-0.949707031,0.326660156,1.924316406,2.993164063
1.395019531,1.653320313,1.736816406,0.326660156,1.924316406,2.993164063
1.395019531,1.653320313,-0.949707031,0.883105469,1.924316406,2.993164063
1.395019531,1.653320313,-0.949707031,0.326660156,1.373535156,2.993164063
1.395019531,1.653320313,-0.949707031,0.326660156,1.924316406,3.129882813
1.395019531,1.653320313,-0.949707031,0.326660156,1.924316406,2.993164063
-0.840332031,-0.172851563,-0.013183594,0.533105469,2.123535156,0.629882813
-0.354980469,-0.172851563,-0.013183594,0.533105469,2.123535156,0.629882813
-0.840332031,-0.846679688,-0.013183594,0.533105469,2.123535156,0.629882813
-0.840332031,-0.172851563,0.800292969,0.533105469,2.123535156,0.629882813
-0.840332031,-0.172851563,-0.013183594,0.676660156,2.123535156,0.629882813
-0.840332031,-0.172851563,-0.013183594,0.533105469,1.174316406,0.629882813
-0.840332031,-0.172851563,-0.013183594,0.533105469,2.123535156,0.493164063
-0.840332031,-0.846679688,0.800292969,0.676660156,1.174316406,0.493164063
-0.354980469,-0.172851563,0.800292969,0.676660156,1.174316406,0.493164063
-0.354980469,-0.846679688,-0.013183594,0.676660156,1.174316406,0.493164063
-0.354980469,-0.846679688,0.800292969,0.533105469,1.174316406,0.493164063
-0.354980469,-0.846679688,0.800292969,0.676660156,2.123535156,0.493164063
-0.354980469,-0.846679688,0.800292969,0.676660156,1.174316406,0.629882813
-0.354980469,-0.846679688,0.800292969,0.676660156,1.174316406,0.493164063
-1.059082031,-1.110351563,1.955566406,0.314355469,1.092285156,0.317382813
0.301269531,-1.110351563,1.955566406,0.314355469,1.092285156,0.317382813
-1.059082031,-1.784179688,1.955566406,0.314355469,1.092285156,0.317382813
-1.059082031,-1.110351563,1.894042969,0.314355469,1.092285156,0.317382813
-1.059082031,-1.110351563,1.955566406,0.457910156,1.092285156,0.317382813
-1.059082031,-1.110351563,1.955566406,0.314355469,1.080566406,0.317382813
-1.059082031,-1.110351563,1.955566406,0.314355469,1.092285156,0.805664063
-1.059082031,-1.784179688,1.894042969,0.457910156,1.080566406,0.805664063
0.301269531,-1.110351563,1.894042969,0.457910156,1.080566406,0.805664063
0.301269531,-1.784179688,1.955566406,0.457910156,1.080566406,0.805664063
0.301269531,-1.784179688,1.894042969,0.314355469,1.080566406,0.805664063
0.301269531,-1.784179688,1.894042969,0.457910156,1.092285156,0.805664063
0.301269531,-1.784179688,1.894042969,0.457910156,1.080566406,0.317382813
0.301269531,-1.784179688,1.894042969,0.457910156,1.080566406,0.805664063
0.690917969,1.389648438,0.205566406,0.664355469,1.842285156,2.817382813
-1.448730469,1.389648438,0.205566406,0.664355469,1.842285156,2.817382813
0.690917969,0.715820313,0.205566406,0.664355469,1.842285156,2.817382813
0.690917969,1.389648438,0.144042969,0.664355469,1.842285156,2.817382813
0.690917969,1.389648438,0.205566406,0.807910156,1.842285156,2.817382813
0.690917969,1.389648438,0.205566406,0.664355469,1.830566406,2.817382813
0.690917969,1.389648438,0.205566406,0.664355469,1.842285156,3.305664063
0.690917969,0.715820313,0.144042969,0.807910156,1.830566406,3.305664063
-1.448730469,1.389648438,0.144042969,0.807910156,1.830566406,3.305664063
-1.448730469,0.715820313,0.205566406,0.807910156,1.830566406,3.305664063
-1.448730469,0.715820313,0.144042969,0.664355469,1.830566406,3.305664063
-1.448730469,0.715820313,0.144042969,0.807910156,1.842285156,3.305664063
-1.448730469,0.715820313,0.144042969,0.807910156,1.830566406,2.817382813
-1.448730469,0.715820313,0.144042969,0.807910156,1.830566406,3.305664063
1.565917969,-2.360351563,1.080566406,0.489355469,2.217285156,4.067382813
1.176269531,-2.360351563,1.080566406,0.489355469,2.217285156,4.067382813
1.565917969,1.965820313,1.080566406,0.489355469,2.217285156,4.067382813
1.565917969,-2.360351563,-0.730957031,0.489355469,2.217285156,4.067382813
1.565917969,-2.360351563,1.080566406,0.982910156,2.217285156,4.067382813
1.565917969,-2.360351563,1.080566406,0.489355469,2.205566406,4.067382813
1.565917969,-2.360351563,1.080566406,0.489355469,2.217285156,4.555664063
1.565917969,1.965820313,-0.730957031,0.982910156,2.205566406,4.555664063
1.176269531,-2.360351563,-0.730957031,0.982910156,2.205566406,4.555664063
1.176269531,1.965820313,1.080566406,0.982910156,2.205566406,4.555664063
1.176269531,1.965820313,-0.730957031,0.489355469,2.205566406,4.555664063
1.176269531,1.965820313,-0.730957031,0.982910156,2.217285156,4.555664063
1.176269531,1.965820313,-0.730957031,0.982910156,2.205566406,4.067382813
1.176269531,1.965820313,-0.730957031,0.982910156,2.205566406,4.555664063
-0.184082031,0.139648438,-0.669433594,0.839355469,1.467285156,1.567382813
-0.573730469,0.139648438,-0.669433594,0.839355469,1.467285156,1.567382813
-0.184082031,-0.534179688,-0.669433594,0.839355469,1.467285156,1.567382813
-0.184082031,0.139648438,1.019042969,0.839355469,1.467285156,1.567382813
-0.184082031,0.139648438,-0.669433594,0.632910156,1.467285156,1.567382813
-0.184082031,0.139648438,-0.669433594,0.839355469,1.455566406,1.567382813
-0.184082031,0.139648438,-0.669433594,0.839355469,1.467285156,2.055664063
-0.184082031,-0.534179688,1.019042969,0.632910156,1.455566406,2.055664063
-0.573730469,0.139648438,1.019042969,0.632910156,1.455566406,2.055664063
-0.573730469,-0.534179688,-0.669433594,0.632910156,1.455566406,2.055664063
-0.573730469,-0.534179688,1.019042969,0.839355469,1.455566406,2.055664063
-0.573730469,-0.534179688,1.019042969,0.632910156,1.467285156,2.055664063
-0.573730469,-0.534179688,1.019042969,0.632910156,1.455566406,1.567382813
-0.573730469,-0.534179688,1.019042969,0.632910156,1.455566406,2.055664063
-0.621582031,-2.985351563,-0.231933594,0.926855469,1.654785156,0.942382813
1.613769531,-2.985351563,-0.231933594,0.926855469,1.654785156,0.942382813
-0.621582031,1.340820313,-0.231933594,0.926855469,1.654785156,0.942382813
-0.621582031,-2.985351563,-1.168457031,0.926855469,1.654785156,0.942382813
-0.621582031,-2.985351563,-0.231933594,0.720410156,1.654785156,0.942382813
-0.621582031,-2.985351563,-0.231933594,0.926855469,2.393066406,0.942382813
-0.621582031,-2.985351563,-0.231933594,0.926855469,1.654785156,1.430664063
-0.621582031,1.340820313,-1.168457031,0.720410156,2.393066406,1.430664063
1.613769531,-2.985351563,-1.168457031,0.720410156,2.393066406,1.430664063
1.613769531,1.340820313,-0.231933594,0.720410156,2.393066406,1.430664063
1.613769531,1.340820313,-1.168457031,0.926855469,2.393066406,1.430664063
1.613769531,1.340820313,-1.168457031,0.720410156,1.654785156,1.430664063
1.613769531,1.340820313,-1.168457031,0.720410156,2.393066406,0.942382813
1.613769531,1.340820313,-1.168457031,0.720410156,2.393066406,1.430664063
1.128417969,-0.485351563,1.518066406,0.576855469,2.404785156,3.442382813
-0.136230469,-0.485351563,1.518066406,0.576855469,2.404785156,3.442382813
1.128417969,-1.159179688,1.518066406,0.576855469,2.404785156,3.442382813
1.128417969,-0.485351563,0.581542969,0.576855469,2.404785156,3.442382813
1.128417969,-0.485351563,1.518066406,0.370410156,2.404785156,3.442382813
1.128417969,-0.485351563,1.518066406,0.576855469,1.643066406,3.442382813
1.128417969,-0.485351563,1.518066406,0.576855469,2.404785156,3.930664063
1.128417969,-1.159179688,0.581542969,0.370410156,1.643066406,3.930664063
-0.136230469,-0.485351563,0.581542969,0.370410156,1.643066406,3.930664063
-0.136230469,-1.159179688,1.518066406,0.370410156,1.643066406,3.930664063
-0.136230469,-1.159179688,0.581542969,0.576855469,1.643066406,3.930664063
-0.136230469,-1.159179688,0.581542969,0.370410156,2.404785156,3.930664063
-0.136230469,-1.159179688,0.581542969,0.370410156,1.643066406,3.442382813
-0.136230469,-1.159179688,0.581542969,0.370410156,1.643066406,3.930664063
0.253417969,-1.735351563,-1.106933594,0.751855469,2.029785156,4.692382813
0.738769531,-1.735351563,-1.106933594,0.751855469,2.029785156,4.692382813
0.253417969,-2.409179688,-1.106933594,0.751855469,2.029785156,4.692382813
0.253417969,-1.735351563,1.456542969,0.751855469,2.029785156,4.692382813
0.253417969,-1.735351563,-1.106933594,0.545410156,2.029785156,4.692382813
0.253417969,-1.735351563,-1.106933594,0.751855469,1.268066406,4.692382813
0.253417969,-1.735351563,-1.106933594,0.751855469,2.029785156,2.680664063
0.253417969,-2.409179688,1.456542969,0.545410156,1.268066406,2.680664063
0.738769531,-1.735351563,1.456542969,0.545410156,1.268066406,2.680664063
0.738769531,-2.409179688,-1.106933594,0.545410156,1.268066406,2.680664063
0.738769531,-2.409179688,1.456542969,0.751855469,1.268066406,2.680664063
0.738769531,-2.409179688,1.456542969,0.545410156,2.029785156,2.680664063
0.738769531,-2.409179688,1.456542969,0.545410156,1.268066406,4.692382813
0.738769531,-2.409179688,1.456542969,0.545410156,1.268066406,2.680664063
-1.496582031,0.764648438,0.643066406,0.401855469,1.279785156,2.192382813
-1.011230469,0.764648438,0.643066406,0.401855469,1.279785156,2.192382813
-1.496582031,0.090820313,0.643066406,0.401855469,1.279785156,2.192382813
-1.496582031,0.764648438,-0.293457031,0.401855469,1.279785156,2.192382813
-1.496582031,0.764648438,0.643066406,0.895410156,1.279785156,2.192382813
-1.496582031,0.764648438,0.643066406,0.401855469,2.018066406,2.192382813
-1.496582031,0.764648438,0.643066406,0.401855469,1.279785156,0.180664063
-1.496582031,0.090820313,-0.293457031,0.895410156,2.018066406,0.180664063
